tweet_id	image_id	clean_text	image_path	image_url	label_informative	label_humanitarian	event
9,17821E+17	917821459321556992_0	Thinking of all my California loved ones, friends and colleagues. Please be safe. wildfires	data_image/california_wildfires/10_10_2017/917821459321556992_0.jpg	http://pbs.twimg.com/media/DLzBulRUIAAAeXz.jpg	not_informative	not_humanitarian	california_wildfires
9,17822E+17	917822041079861248_0	This viral before-and-after photo shows the harrowing damage of California wildfires	data_image/california_wildfires/10_10_2017/917822041079861248_0.jpg	http://pbs.twimg.com/media/DLy7rUNVoAAUxq8.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17823E+17	917822562259931137_0	(Radio Reports On California Wildfires) -	data_image/california_wildfires/10_10_2017/917822562259931137_0.jpg	http://pbs.twimg.com/media/DLzBrA9XkAU4_gf.jpg	not_informative	not_humanitarian	california_wildfires
9,17825E+17	917825135884738560_0	Map of winecountryfire spread across Northern California.	data_image/california_wildfires/10_10_2017/917825135884738560_0.jpg	http://pbs.twimg.com/media/DLzFBfmVAAADUHr.jpg	informative	other_relevant_information	california_wildfires
9,17825E+17	917825152636907523_0	JUST IN: President Trump approves California disaster declaration for areas affected by wildfires	data_image/california_wildfires/10_10_2017/917825152636907523_0.jpg	http://pbs.twimg.com/media/DLzDtoBW4AE6bT7.jpg	not_informative	not_humanitarian	california_wildfires
9,17825E+17	917825267136995328_0	Olympic champion loses gold medal escaping California fire, report says	data_image/california_wildfires/10_10_2017/917825267136995328_0.jpg	http://pbs.twimg.com/media/DLzEhJBUQAA8BNA.jpg	not_informative	not_humanitarian	california_wildfires
9,17827E+17	917826948625088512_0	California is really on fire 5 somthing ain't right 2 Pray4California	data_image/california_wildfires/10_10_2017/917826948625088512_0.jpg	http://pbs.twimg.com/media/DLywYqOUEAApOLs.jpg	informative	other_relevant_information	california_wildfires
9,17827E+17	917827102308671488_0	California Wildfires: How Climate Change Could Make The Problem Worse	data_image/california_wildfires/10_10_2017/917827102308671488_0.jpg	http://pbs.twimg.com/media/DLzG4iOUMAAEjbq.jpg	not_informative	not_humanitarian	california_wildfires
9,17827E+17	917827226372132864_0	GoFundMe: How to Immediately Help Those Impacted by the California Wildfires webdesign	data_image/california_wildfires/10_10_2017/917827226372132864_0.jpg	http://pbs.twimg.com/media/DLzG_12UMAABtC7.jpg	not_informative	not_humanitarian	california_wildfires
9,17828E+17	917828283047260161_0	Why California's wildfires are worse in the fall.	data_image/california_wildfires/10_10_2017/917828283047260161_0.jpg	http://pbs.twimg.com/media/DLzH2yhX4AE0PFf.jpg	informative	other_relevant_information	california_wildfires
9,17828E+17	917828283047260161_2	Why California's wildfires are worse in the fall.	data_image/california_wildfires/10_10_2017/917828283047260161_2.jpg	http://pbs.twimg.com/media/DLzH5ZaXcAEl-9r.jpg	informative	other_relevant_information	california_wildfires
9,17829E+17	917828826083840000_0	Wildfires have ravaged areas all across California, destroying over 1500 properties	data_image/california_wildfires/10_10_2017/917828826083840000_0.jpg	http://pbs.twimg.com/media/DLzIc-QV4AApKsp.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17829E+17	917829232423731200_0	Cities in Southern California can't escape the fire at their door.	data_image/california_wildfires/10_10_2017/917829232423731200_0.png	http://pbs.twimg.com/media/DLyempWW4AATsg_.png	informative	other_relevant_information	california_wildfires
9,1783E+17	917829763812618240_0	Our hearts are with all those affected by the devastating wildfires in our home state of California.	data_image/california_wildfires/10_10_2017/917829763812618240_0.jpg	http://pbs.twimg.com/media/DLzJPnWUIAA-X1c.jpg	not_informative	not_humanitarian	california_wildfires
9,1783E+17	917830092620836864_0	Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I her!	data_image/california_wildfires/10_10_2017/917830092620836864_0.jpg	http://pbs.twimg.com/media/DLzJlnTU8AAywLM.jpg	not_informative	not_humanitarian	california_wildfires
9,1783E+17	917830092620836864_1	Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I her!	data_image/california_wildfires/10_10_2017/917830092620836864_1.jpg	http://pbs.twimg.com/media/DLzJlnUUEAAEknI.jpg	not_informative	not_humanitarian	california_wildfires
9,1783E+17	917830092620836864_2	Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I her!	data_image/california_wildfires/10_10_2017/917830092620836864_2.jpg	http://pbs.twimg.com/media/DLzJlnPVYAArt-O.jpg	not_informative	not_humanitarian	california_wildfires
9,1783E+17	917830092620836864_3	Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I her!	data_image/california_wildfires/10_10_2017/917830092620836864_3.jpg	http://pbs.twimg.com/media/DLzJlnUVoAA0LrB.jpg	not_informative	not_humanitarian	california_wildfires
9,1783E+17	917830113529618433_0	HOW MANY FIRE FIGHTERS ARE ILLEGAL ALIENS IN CALIFORNIA? JERRY BROWN? USE YOU DEAR LOVED CITIZENS.	data_image/california_wildfires/10_10_2017/917830113529618433_0.jpg	http://pbs.twimg.com/media/DLzJnBjVoAA5Ln8.jpg	not_informative	not_humanitarian	california_wildfires
9,17832E+17	917832022017445888_1	Calistoga Fire tubbsfire napafire ABC7now kron4news fire california napa	data_image/california_wildfires/10_10_2017/917832022017445888_1.jpg	http://pbs.twimg.com/media/DLvhJyyUIAEFbiR.jpg	not_informative	not_humanitarian	california_wildfires
9,17834E+17	917833777812066304_0	California has a large Mediterranean climate ... a setup for wildfires. (Photo: PRISM climate group)	data_image/california_wildfires/10_10_2017/917833777812066304_0.jpg	http://pbs.twimg.com/media/DLzMNKtVQAAQcah.jpg	informative	other_relevant_information	california_wildfires
9,17834E+17	917833987824979968_0	Satellite image of California last night. Those aren't lights. They're wildfires.	data_image/california_wildfires/10_10_2017/917833987824979968_0.jpg	http://pbs.twimg.com/media/DLzNJJNW4AEUGgs.jpg	informative	other_relevant_information	california_wildfires
9,17835E+17	917834628290920448_0	Fire swept through Northern California early Monday morning.	data_image/california_wildfires/10_10_2017/917834628290920448_0.jpg	http://pbs.twimg.com/media/DLzNuthUMAAF3o6.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17836E+17	917836387155677185_0	Striking satellite images show smoke, heat from California wildfires	data_image/california_wildfires/10_10_2017/917836387155677185_0.jpg	http://pbs.twimg.com/media/DLt1CXTWsAI-c1c.jpg	informative	other_relevant_information	california_wildfires
9,17838E+17	917837517562445824_0	Before and after photos show destruction caused by California wildfires	data_image/california_wildfires/10_10_2017/917837517562445824_0.jpg	http://pbs.twimg.com/media/DLzQW27UQAA7XHx.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,1784E+17	917840110296752134_0	From NOAANow - VIIRS Data Captures Raging Wildfires in California | NOAA	data_image/california_wildfires/10_10_2017/917840110296752134_0.jpg	http://pbs.twimg.com/media/DLzStbPX0AANkK6.jpg	informative	other_relevant_information	california_wildfires
9,17841E+17	917840814285443072_0	Classless Trump Insults California By Sending Warm Respects During Wildfire Resist (Z	data_image/california_wildfires/10_10_2017/917840814285443072_0.jpg	http://pbs.twimg.com/media/DLzSyR4VAAAcjHs.jpg	not_informative	not_humanitarian	california_wildfires
9,17843E+17	917843187187814400_0	We are only One hour away from our live updates for the wildfires/brush fires in California	data_image/california_wildfires/10_10_2017/917843187187814400_0.jpg	http://pbs.twimg.com/media/DLzVfjlW0AQsvGb.jpg	not_informative	not_humanitarian	california_wildfires
9,17844E+17	917844462662967297_0	Climatologist explains why 'the conditions are primed for fire' in California	data_image/california_wildfires/10_10_2017/917844462662967297_0.jpg	http://pbs.twimg.com/media/DLzWrCAVwAA-qFl.jpg	not_informative	not_humanitarian	california_wildfires
9,17844E+17	917844475686162437_0	MMA Fighter Suffers Burns Escaping California Fire, Lose His Olympic Gold Medal mma ufc	data_image/california_wildfires/10_10_2017/917844475686162437_0.jpg	http://pbs.twimg.com/media/DLzWr1_UMAAwGLT.jpg	not_informative	not_humanitarian	california_wildfires
9,17845E+17	917844519890153472_0	Aftermath of a Fire La Honda California USA 1976jt blackandwhitephotography	data_image/california_wildfires/10_10_2017/917844519890153472_0.jpg	http://pbs.twimg.com/media/DLzWcNbWAAAakW-.jpg	informative	other_relevant_information	california_wildfires
9,17846E+17	917846485965959168_0	Photos show how wildfires are ravaging parts of California's wine country	data_image/california_wildfires/10_10_2017/917846485965959168_0.jpg	http://pbs.twimg.com/media/DLtjCn3W0AIRaMt.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17848E+17	917848283120394241_0	Thousands evacuate as wildfires burn up homes and businesses in California	data_image/california_wildfires/10_10_2017/917848283120394241_0.jpg	http://pbs.twimg.com/media/DLzaJeIX0AEiDPU.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17848E+17	917848318595751936_0	The California wildfires seen yesterday from space via .	data_image/california_wildfires/10_10_2017/917848318595751936_0.jpg	http://pbs.twimg.com/media/DLzaHxfVQAIpr70.jpg	not_informative	not_humanitarian	california_wildfires
9,1785E+17	917849898963349510_0	MMA Fighter Breaks Ankle Escaping California Fire, Upcoming UFC Bout in Doubt	data_image/california_wildfires/10_10_2017/917849898963349510_0.jpg	http://pbs.twimg.com/media/DLzbnipU8AAmr4y.jpg	not_informative	not_humanitarian	california_wildfires
9,1785E+17	917850123543171073_0	The world's only 747 supertanker is fighting California's wildfires right now.	data_image/california_wildfires/10_10_2017/917850123543171073_0.jpg	http://pbs.twimg.com/media/DLzb0piX0AAhFD7.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17851E+17	917851111406604288_0	Time-lapse video shows Northern California wildfire smoke in SF Bay.	data_image/california_wildfires/10_10_2017/917851111406604288_0.jpg	http://pbs.twimg.com/media/DLzcuI4XkAAIylh.jpg	not_informative	not_humanitarian	california_wildfires
9,17852E+17	917851589053943813_0	California's wildfires gave Disneyland an apocalyptic glow	data_image/california_wildfires/10_10_2017/917851589053943813_0.jpg	http://pbs.twimg.com/media/DLzdJ7lXcAAlM7i.jpg	not_informative	not_humanitarian	california_wildfires
9,17852E+17	917851944420610049_0	Smoke from N. California wildfires drifting into Central Oregon. Cold front should push smoke out of area tonight	data_image/california_wildfires/10_10_2017/917851944420610049_0.jpg	http://pbs.twimg.com/media/DLzdejnWAAEFW8p.jpg	informative	other_relevant_information	california_wildfires
9,17852E+17	917852446898102272_0	California on fire, as seen from space. Aqua satellite, dated 9 Oct 2017 at 21:50 UTC (2:50 PM local time).	data_image/california_wildfires/10_10_2017/917852446898102272_0.jpg	http://pbs.twimg.com/media/DLzdqzXV4AEiN6F.jpg	not_informative	not_humanitarian	california_wildfires
9,17853E+17	917852634408783872_0	Wildfires in California created an orange glow over Disneyland. Latest updates:	data_image/california_wildfires/10_10_2017/917852634408783872_0.jpg	http://pbs.twimg.com/media/DLzeGy2XkAEhb5O.jpg	not_informative	not_humanitarian	california_wildfires
9,17856E+17	917856156059623424_0	Latest Forecast for CA Wildfires From The Weather Channel iPhone App	data_image/california_wildfires/10_10_2017/917856156059623424_0.jpg	http://pbs.twimg.com/media/DLzhTxQX0AAPO9p.jpg	informative	other_relevant_information	california_wildfires
9,17857E+17	917856722315874306_0	California wildfires devour area size of a football field every 3 seconds	data_image/california_wildfires/10_10_2017/917856722315874306_0.jpg	http://pbs.twimg.com/media/DLzh0u3UIAAt9nb.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17858E+17	917858042615656448_0	Join us in praying for those affected by the California wildfires. Psalm 91:1 (ESV)	data_image/california_wildfires/10_10_2017/917858042615656448_0.jpg	http://pbs.twimg.com/media/DLzjA6PUIAASEmI.jpg	informative	other_relevant_information	california_wildfires
9,17861E+17	917861480673902592_0	LIVE: Northern California wildfire briefing from the Sonoma County Sheriff's Office.	data_image/california_wildfires/10_10_2017/917861480673902592_0.jpg	http://pbs.twimg.com/media/DLzmJBhUQAI-wZh.jpg	not_informative	not_humanitarian	california_wildfires
9,17863E+17	917862609713446915_0	California Wildfires: What's Next? Insurance	data_image/california_wildfires/10_10_2017/917862609713446915_0.jpg	http://pbs.twimg.com/media/DLznLbqVwAAQsAq.jpg	not_informative	not_humanitarian	california_wildfires
9,17867E+17	917866755363442688_0	Blue Sparks Came Out The Sky	data_image/california_wildfires/10_10_2017/917866755363442688_0.jpg	http://pbs.twimg.com/media/DLzq8UUVAAAupJF.jpg	informative	other_relevant_information	california_wildfires
9,17868E+17	917868035423080449_0	Colorado-based SuperTanker takes on California wildfires:	data_image/california_wildfires/10_10_2017/917868035423080449_0.jpg	http://pbs.twimg.com/media/DLzsBCcXkAYPUyN.jpg	informative	other_relevant_information	california_wildfires
9,17869E+17	917869210499399680_0	Sorry to see the round barn in Santa Rosa destroyed by fire	data_image/california_wildfires/10_10_2017/917869210499399680_0.jpg	http://pbs.twimg.com/media/DLztLaJUMAA9BNc.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17873E+17	917873017065160704_0	NEW: CanyonFire2 in Orange County, California, is now 4,000 acres, according to Cal Fire.	data_image/california_wildfires/10_10_2017/917873017065160704_0.jpg	http://pbs.twimg.com/media/DLu6JUTXcAArw8X.jpg	not_informative	not_humanitarian	california_wildfires
9,17915E+17	917915039004315650_0	Good news! California wildfires Horses Healdsburg CA EEEE444	data_image/california_wildfires/11_10_2017/917915039004315650_0.jpg	http://pbs.twimg.com/media/DL0W3M_VoAE7Lf8.jpg	not_informative	not_humanitarian	california_wildfires
9,17916E+17	917915711216926722_0	Smokey California sunset. Too bad it's all on fire '5	data_image/california_wildfires/11_10_2017/917915711216926722_0.jpg	http://pbs.twimg.com/media/DL0XdvyV4AAu2Q_.jpg	not_informative	not_humanitarian	california_wildfires
9,17916E+17	917915816615731201_0	Northern California wildfires this week have destroyed at least seven marijuana farms	data_image/california_wildfires/11_10_2017/917915816615731201_0.jpg	http://pbs.twimg.com/media/DL0XkeLX4AAtSCb.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17923E+17	917922816195837952_0	No fire for miles but plenty of smoke. Sunset in Northern California.	data_image/california_wildfires/11_10_2017/917922816195837952_0.jpg	http://pbs.twimg.com/media/DL0d75WVwAAI6e_.jpg	not_informative	not_humanitarian	california_wildfires
9,17924E+17	917923911957803008_0	Just an hour NE of the Napa fires, Placer County's sunset is shrouded in a smoky haze. california wildfires	data_image/california_wildfires/11_10_2017/917923911957803008_0.jpg	http://pbs.twimg.com/media/DL0e6tIUIAIJEgu.jpg	not_informative	not_humanitarian	california_wildfires
9,17932E+17	917932273407754240_0	PEANUTS' SCHULZ Museum Closed Due To Approaching California Wildfires	data_image/california_wildfires/11_10_2017/917932273407754240_0.jpg	http://pbs.twimg.com/media/DLyDcYaW4ActeN_.jpg	not_informative	not_humanitarian	california_wildfires
9,17934E+17	917934130368864256_0	THICK SMOKE across Northern California as seen from NASA visible satellite images Monday.CAfires fire	data_image/california_wildfires/11_10_2017/917934130368864256_0.jpg	http://pbs.twimg.com/media/DL0n7ZmW0AA1lND.jpg	not_informative	not_humanitarian	california_wildfires
9,17939E+17	917939204155461632_0	'13 Reasons Why' Season 2 Shuts Down Production Due to California Wildfires	data_image/california_wildfires/11_10_2017/917939204155461632_0.jpg	http://pbs.twimg.com/media/DL0s1z0W0AEm_VG.jpg	not_informative	not_humanitarian	california_wildfires
9,1794E+17	917940349431099392_0	Trump en route to California to toss water balloons at wildfires.	data_image/california_wildfires/11_10_2017/917940349431099392_0.jpg	http://pbs.twimg.com/media/DLxnPcMW0AE8-oB.jpg	not_informative	not_humanitarian	california_wildfires
9,17944E+17	917944232572153856_0	on fire just like california GayFever	data_image/california_wildfires/11_10_2017/917944232572153856_0.jpg	http://pbs.twimg.com/media/DL0QkeHVwAAj17H.jpg	not_informative	not_humanitarian	california_wildfires
9,17944E+17	917944458523566080_0	Photo gallery: Northern California fires scorch up to 100,000 acres. Photo by	data_image/california_wildfires/11_10_2017/917944458523566080_0.jpg	http://pbs.twimg.com/media/DL0wnmxV4AAeU3X.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17949E+17	917948601388630016_0	(Edmonton Sun):Former Edmonton Oilers goalie Grant Fuhr escapes wildfires in California..	data_image/california_wildfires/11_10_2017/917948601388630016_0.jpg	http://pbs.twimg.com/media/DL01YzjX4AANckU.jpg	not_informative	not_humanitarian	california_wildfires
9,1795E+17	917949723167875077_0	Can all my friends and followers share and post in all social media ? ---CALIFORNIA BURNED CAT FROM WILDFIRES ---	data_image/california_wildfires/11_10_2017/917949723167875077_0.jpg	http://pbs.twimg.com/media/DL02Xy1V4AArRLD.jpg	not_informative	not_humanitarian	california_wildfires
9,1795E+17	917950322252886016_0	The story of Cy Swan: 1940's California, Dude Ranching, Forged in Fire:	data_image/california_wildfires/11_10_2017/917950322252886016_0.jpg	http://pbs.twimg.com/media/DL02881X4AAT13Z.jpg	not_informative	not_humanitarian	california_wildfires
9,17952E+17	917951521358274560_0	Pray for all those families in California.why? How did this fire start.so very sad.B	data_image/california_wildfires/11_10_2017/917951521358274560_0.jpg	http://pbs.twimg.com/media/DL04CoCXUAY64KG.jpg	not_informative	not_humanitarian	california_wildfires
9,17954E+17	917953586272772097_0	From beauty to ashes overnight SantaRosaFire bcpoli	data_image/california_wildfires/11_10_2017/917953586272772097_0.jpg	http://pbs.twimg.com/media/DL051MwUEAAOwYx.jpg	not_informative	not_humanitarian	california_wildfires
9,17955E+17	917954508231184385_0	When the entire state of California is on fire	data_image/california_wildfires/11_10_2017/917954508231184385_0.jpg	http://pbs.twimg.com/media/DLtlJ_eUMAAyG6p.jpg	informative	other_relevant_information	california_wildfires
9,17955E+17	917954508231184385_1	When the entire state of California is on fire	data_image/california_wildfires/11_10_2017/917954508231184385_1.jpg	http://pbs.twimg.com/media/DLty-1qUIAcghYV.jpg	informative	other_relevant_information	california_wildfires
9,17957E+17	917956641269665792_0	Satellite images show just how bad California's wildfires really are	data_image/california_wildfires/11_10_2017/917956641269665792_0.jpg	http://pbs.twimg.com/media/DL08swjXkAENw2F.jpg	informative	other_relevant_information	california_wildfires
9,17957E+17	917957391957848066_0	Were The California Wildfires DeliberatelySet?	data_image/california_wildfires/11_10_2017/917957391957848066_0.jpg	http://pbs.twimg.com/media/DL09YeKUQAASWon.jpg	informative	other_relevant_information	california_wildfires
9,17962E+17	917961969122017282_0	Hillary Clinton links climate change to wildfires, hurricanes in California speech	data_image/california_wildfires/11_10_2017/917961969122017282_0.jpg	http://pbs.twimg.com/media/DL1Bi1XWAAAaTzt.jpg	not_informative	not_humanitarian	california_wildfires
9,17967E+17	917967417602727936_0	If you scroll way down , past at least 12 Weinstein pieces, they mention the California wildfires	data_image/california_wildfires/11_10_2017/917967417602727936_0.jpg	http://pbs.twimg.com/media/DL1Gf5fWkAEJ1d5.jpg	not_informative	not_humanitarian	california_wildfires
9,17971E+17	917970575997497344_0	California's notorious winds feed wildfires	data_image/california_wildfires/11_10_2017/917970575997497344_0.jpg	http://pbs.twimg.com/media/DL1JX2NX0AAwqzy.jpg	informative	other_relevant_information	california_wildfires
9,17973E+17	917972569613045760_0	The rubble left by California's wine country fire news updates RT kgglobal	data_image/california_wildfires/11_10_2017/917972569613045760_0.jpg	http://pbs.twimg.com/media/DL1LLjKWAAAJTEK.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17973E+17	917972593789063170_0	Luther Burbank Center Heavily Damaged by California Wildfire by SOPAN DEB via NYT	data_image/california_wildfires/11_10_2017/917972593789063170_0.jpg	http://pbs.twimg.com/media/DL1LNVUXcAA2_V_.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17973E+17	917973346976968704_0	California wildfires rage, churches 'jumping into action'	data_image/california_wildfires/11_10_2017/917973346976968704_0.jpg	http://pbs.twimg.com/media/DL1L4zWXUAElefb.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17983E+17	917983113015365634_0	CURRENT FIRE AND SMOKE IN CALIFORNIA KUSINEWS	data_image/california_wildfires/11_10_2017/917983113015365634_0.jpg	http://pbs.twimg.com/media/DL1UxmbW4AEZ8mQ.jpg	informative	other_relevant_information	california_wildfires
9,17987E+17	917987134518321154_0	Unwelcome news for California: Another round of critical fire weather is coming up Wednesday - Thursday.	data_image/california_wildfires/11_10_2017/917987134518321154_0.jpg	http://pbs.twimg.com/media/DL1YZVoXcAAG_z1.jpg	informative	other_relevant_information	california_wildfires
9,17989E+17	917988836541632512_0	**MEDIA RELEASE** Travis assists in Northern California fire response	data_image/california_wildfires/11_10_2017/917988836541632512_0.jpg	http://pbs.twimg.com/media/DL1Z7agXcAABIpT.jpg	informative	other_relevant_information	california_wildfires
9,1799E+17	917990440644866048_0	Police helicopter video shows the extent of California wildfire burning near Santa Rosa	data_image/california_wildfires/11_10_2017/917990440644866048_0.jpg	http://pbs.twimg.com/media/DL1bb9bX0AYpebI.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,17991E+17	917991257594572800_0	Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California Wildfires	data_image/california_wildfires/11_10_2017/917991257594572800_0.jpg	http://pbs.twimg.com/media/DL1cJL8W4AAfKkb.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17991E+17	917991257594572800_1	Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California Wildfires	data_image/california_wildfires/11_10_2017/917991257594572800_1.jpg	http://pbs.twimg.com/media/DL1cJ0wWAAALfGD.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17991E+17	917991257594572800_2	Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California Wildfires	data_image/california_wildfires/11_10_2017/917991257594572800_2.jpg	http://pbs.twimg.com/media/DL1cKlIXkAMAk5O.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17991E+17	917991257594572800_3	Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California Wildfires	data_image/california_wildfires/11_10_2017/917991257594572800_3.jpg	http://pbs.twimg.com/media/DL1cLQQWkAA3OcV.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
9,17996E+17	917995569494331392_0	So the state of California is pretty much on fire. Your move, Pres. Trump.	data_image/california_wildfires/11_10_2017/917995569494331392_0.jpg	http://pbs.twimg.com/media/DL1gGg3X0AAC7u1.jpg	not_informative	not_humanitarian	california_wildfires
9,17998E+17	917997649805971456_0	Smoke from Northern California wildfires prompt health caution	data_image/california_wildfires/11_10_2017/917997649805971456_0.jpg	http://pbs.twimg.com/media/DL0DcW7UMAAD9YY.jpg	informative	other_relevant_information	california_wildfires
9,17999E+17	917999332728688640_0	OMFG literally almost all of California is on fire SOS 3333	data_image/california_wildfires/11_10_2017/917999332728688640_0.jpg	http://pbs.twimg.com/media/DL1jhfwVAAAgICV.jpg	informative	other_relevant_information	california_wildfires
9,18005E+17	918005485030092800_0	Central California Sunset tonight.. Lots of wildfire smoke to punch up the color pallet..	data_image/california_wildfires/11_10_2017/918005485030092800_0.jpg	http://pbs.twimg.com/media/DL1pC4pVoAAlI3i.jpg	not_informative	not_humanitarian	california_wildfires
9,1801E+17	918009550409752576_0	Fast-moving wildfires devour buildings, spur evacuations in Northern California	data_image/california_wildfires/11_10_2017/918009550409752576_0.jpg	http://pbs.twimg.com/media/DL1s0hYW0AAy4_A.jpg	informative	infrastructure_and_utility_damage	california_wildfires
9,18017E+17	918016941683560448_0	Company Helps Coordinate Air Attack On California Wildfires	data_image/california_wildfires/11_10_2017/918016941683560448_0.jpg	http://pbs.twimg.com/media/DL1zisyVAAEz-c6.jpg	informative	rescue_volunteering_or_donation_effort	california_wildfires
